Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,63.5,64.30000305175781,63.20000076293945,64.0999984741211,51.41782760620117,3332948
2020-01-03,64.69999694824219,65.0,63.0,63.70000076293945,51.09696960449219,4149076
2020-01-06,63.20000076293945,63.20000076293945,62.099998474121094,62.099998474121094,49.81352996826172,2458552
2020-01-07,62.5,62.70000076293945,61.099998474121094,61.20000076293945,49.09159851074219,2764894
2020-01-08,60.70000076293945,60.900001525878906,59.599998474121094,59.70000076293945,47.88836669921875,3766418
2020-01-09,60.099998474121094,60.79999923706055,59.70000076293945,59.70000076293945,47.88836669921875,3277061
2020-01-10,60.0,60.29999923706055,58.900001525878906,59.599998474121094,47.80815505981445,2905706
2020-01-13,59.900001525878906,60.5,59.900001525878906,60.29999923706055,48.369659423828125,1219350
2020-01-14,60.70000076293945,60.900001525878906,60.400001525878906,60.70000076293945,48.690521240234375,1543919
2020-01-15,60.599998474121094,60.599998474121094,59.70000076293945,59.79999923706055,47.96858215332031,2297650
2020-01-16,60.20000076293945,60.20000076293945,59.29999923706055,59.400001525878906,47.64772415161133,2535600
2020-01-17,59.599998474121094,60.0,59.29999923706055,59.5,47.72793960571289,2095365
2020-01-20,59.599998474121094,59.79999923706055,59.0,59.099998474121094,47.407073974609375,2613518
2020-01-30,56.0,56.0,53.20000076293945,53.20000076293945,42.67439651489258,6146290
2020-01-31,53.20000076293945,54.0,52.20000076293945,53.0,42.51396179199219,2860560
2020-02-03,51.0,51.0,48.150001525878906,51.0,40.909664154052734,5673501
2020-02-04,62.099998474121094,62.5,52.099998474121094,52.099998474121094,41.79202651977539,2336745
2020-02-05,52.599998474121094,52.900001525878906,51.5,52.099998474121094,41.79202651977539,2436093
2020-02-06,52.5,53.0,51.5,52.79999923706055,42.35353469848633,4339000
2020-02-07,52.5,53.20000076293945,51.900001525878906,52.400001525878906,42.03267288208008,3202351
2020-02-10,51.20000076293945,51.599998474121094,50.400001525878906,51.20000076293945,41.070091247558594,2502003
2020-02-11,51.70000076293945,52.400001525878906,51.400001525878906,52.29999923706055,41.95246124267578,1756900
2020-02-12,52.5,53.099998474121094,52.20000076293945,52.79999923706055,42.35353469848633,2952576
2020-02-13,53.0,54.20000076293945,52.900001525878906,53.20000076293945,42.67439651489258,4743765
2020-02-14,53.0,53.400001525878906,52.79999923706055,53.20000076293945,42.67439651489258,1248608
2020-02-17,53.5,53.70000076293945,52.900001525878906,53.5,42.915042877197266,2766000
2020-02-18,53.20000076293945,53.400001525878906,52.29999923706055,52.29999923706055,41.95246124267578,3927350
2020-02-19,52.79999923706055,54.400001525878906,52.599998474121094,53.5,42.915042877197266,6334257
2020-02-20,53.599998474121094,54.0,53.099998474121094,53.20000076293945,42.67439651489258,2656012
2020-02-21,53.20000076293945,53.5,52.79999923706055,52.900001525878906,42.433753967285156,1756737
2020-02-24,52.0,52.099998474121094,51.70000076293945,51.79999923706055,41.5513801574707,2113861
2020-02-25,50.099998474121094,51.29999923706055,50.0,51.0,40.909664154052734,3279361
2020-02-26,50.29999923706055,51.099998474121094,50.0,50.099998474121094,40.18772888183594,4291245
2020-02-27,50.5,50.70000076293945,48.79999923706055,48.95000076293945,39.265254974365234,3706197
2020-03-02,47.599998474121094,49.650001525878906,47.5,48.5,38.90428924560547,3228502
2020-03-03,49.5,49.849998474121094,49.0,49.0,39.305362701416016,3322894
2020-03-04,48.849998474121094,49.150001525878906,48.04999923706055,48.349998474121094,38.783966064453125,2302705
2020-03-05,49.0,49.5,49.0,49.150001525878906,39.425682067871094,2047034
2020-03-06,48.5,48.70000076293945,48.25,48.29999923706055,38.743858337402344,2619850
2020-03-09,47.79999923706055,47.79999923706055,45.29999923706055,45.29999923706055,36.33740234375,5385782
2020-03-10,44.099998474121094,46.150001525878906,44.099998474121094,46.099998474121094,36.9791259765625,2882000
2020-03-11,46.599998474121094,47.70000076293945,46.5,46.70000076293945,37.460418701171875,2973400
2020-03-12,46.20000076293945,46.45000076293945,42.54999923706055,42.95000076293945,34.45235824584961,5425075
2020-03-13,39.0,41.5,38.900001525878906,41.0,32.88815689086914,5007566
2020-03-16,41.5,42.099998474121094,40.0,40.0,32.08600997924805,3278075
2020-03-17,38.20000076293945,40.20000076293945,38.0,39.29999923706055,31.524505615234375,3279507
2020-03-18,40.150001525878906,40.29999923706055,37.75,37.75,30.281169891357422,3936469
2020-03-19,37.0,37.099998474121094,34.0,34.0,27.273109436035156,5312391
2020-03-20,35.20000076293945,37.20000076293945,35.20000076293945,36.54999923706055,29.318592071533203,3842095
2020-03-23,34.70000076293945,36.20000076293945,34.0,35.099998474121094,28.155473709106445,1651790
