Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,118.4234390258789,118.85095977783203,116.71334838867188,117.56839752197266,104.17588806152344,2641198
2020-01-03,117.56839752197266,117.99591827392578,115.85830688476562,116.71334838867188,103.41824340820312,2821396
2020-01-06,117.14087677001953,117.56839752197266,115.00326538085938,115.4307861328125,102.28178405761719,4371882
2020-01-07,116.71334838867188,118.85095977783203,116.71334838867188,118.4234390258789,104.93354034423828,6240989
2020-01-08,117.56839752197266,117.56839752197266,115.85830688476562,116.71334838867188,103.41824340820312,4063064
2020-01-09,117.56839752197266,117.99591827392578,116.28582763671875,117.14087677001953,103.79707336425781,2687384
2020-01-10,117.56839752197266,118.4234390258789,116.28582763671875,117.56839752197266,104.17588806152344,3404832
2020-01-13,119.27848052978516,120.1335220336914,118.4234390258789,119.70600128173828,106.06999969482422,5913991
2020-01-14,120.1335220336914,121.84361267089844,120.1335220336914,121.84361267089844,107.964111328125,6214167
2020-01-15,121.84361267089844,122.69865417480469,120.98856353759766,121.84361267089844,107.964111328125,4129974
2020-01-16,122.27113342285156,122.27113342285156,120.98856353759766,122.27113342285156,108.34292602539062,2803764
2020-01-17,122.69865417480469,122.69865417480469,120.98856353759766,121.84361267089844,107.964111328125,2595962
2020-01-20,122.27113342285156,122.69865417480469,121.41608428955078,121.84361267089844,107.964111328125,1725603
2020-01-30,114.14822387695312,114.57574462890625,109.87300872802734,109.87300872802734,97.35710144042969,15739721
2020-01-31,109.87300872802734,110.7280502319336,107.30787658691406,108.59044647216797,96.22064208984375,7841279
2020-02-03,104.74275207519531,105.17027282714844,102.60514068603516,104.74275207519531,92.81124877929688,9633918
2020-02-04,115.4307861328125,115.85830688476562,109.44548797607422,109.44548797607422,96.97828674316406,6153696
2020-02-05,110.7280502319336,111.58309173583984,107.73539733886719,110.7280502319336,98.11475372314453,6267726
2020-02-06,111.58309173583984,112.86566162109375,110.7280502319336,112.86566162109375,100.00885772705078,4218800
2020-02-07,112.01061248779297,112.01061248779297,108.16292572021484,108.16292572021484,95.84183502197266,5516897
2020-02-10,105.17027282714844,108.16292572021484,103.46018981933594,107.73539733886719,95.4629898071289,6259414
2020-02-11,107.73539733886719,108.59044647216797,106.88035583496094,107.73539733886719,95.4629898071289,3659934
2020-02-12,107.30787658691406,108.59044647216797,105.59779357910156,107.73539733886719,95.4629898071289,5301486
2020-02-13,108.16292572021484,109.44548797607422,107.73539733886719,107.73539733886719,95.4629898071289,4385397
2020-02-14,107.30787658691406,107.30787658691406,106.02531433105469,107.30787658691406,95.08417510986328,2907939
2020-02-17,107.73539733886719,110.30052947998047,106.88035583496094,109.87300872802734,97.35710144042969,4747234
2020-02-18,109.44548797607422,110.30052947998047,109.44548797607422,109.44548797607422,96.97828674316406,3436980
2020-02-19,109.87300872802734,110.7280502319336,109.0179672241211,109.44548797607422,96.97828674316406,2864174
2020-02-20,109.87300872802734,109.87300872802734,106.45283508300781,106.45283508300781,94.32653045654297,8200172
2020-02-21,107.30787658691406,107.30787658691406,106.02531433105469,106.45283508300781,94.32653045654297,4020306
2020-02-24,104.31523132324219,104.74275207519531,101.7500991821289,102.60514068603516,90.9171371459961,11535792
2020-02-25,99.18497467041016,102.60514068603516,98.75745391845703,100.89505767822266,89.40185546875,9100103
2020-02-26,99.61249542236328,100.89505767822266,99.61249542236328,100.0400161743164,88.64421081542969,7462346
2020-02-27,100.0400161743164,100.89505767822266,98.3299331665039,98.3299331665039,87.1289291381836,7348540
2020-03-02,97.04736328125,99.18497467041016,94.05471801757812,97.47488403320312,86.37127685546875,9554767
2020-03-03,99.61249542236328,100.46753692626953,99.18497467041016,99.18497467041016,87.8865737915039,6060001
2020-03-04,99.18497467041016,99.61249542236328,97.04736328125,97.90240478515625,86.7500991821289,5829577
2020-03-05,99.18497467041016,101.32257843017578,99.18497467041016,100.89505767822266,89.40185546875,6190814
2020-03-06,99.61249542236328,100.0400161743164,97.47488403320312,97.90240478515625,86.7500991821289,7066352
2020-03-09,94.05471801757812,94.90975952148438,91.48958587646484,91.48958587646484,81.06778717041016,14462429
2020-03-10,87.21437072753906,91.48958587646484,87.21437072753906,90.6345443725586,80.31014251708984,11572771
2020-03-11,92.3446273803711,94.05471801757812,90.6345443725586,90.6345443725586,80.31014251708984,10174114
2020-03-12,91.06206512451172,91.06206512451172,85.50428771972656,86.78684997558594,76.90074920654297,12214525
2020-03-13,81.3145751953125,83.28117370605469,78.23641967773438,83.28117370605469,73.7944107055664,17867926
2020-03-16,82.51163482666016,82.51163482666016,79.68999481201172,80.37403106689453,71.21842193603516,10550931
2020-03-17,76.09881591796875,78.15091705322266,74.47423553466797,74.6452407836914,66.14221954345703,17668518
2020-03-18,75.15827178955078,76.09881591796875,73.70469665527344,73.79019927978516,65.38458251953125,12755107
2020-03-19,68.65994262695312,69.17296600341797,66.43682861328125,66.43682861328125,58.86884689331055,14162254
2020-03-20,67.46288299560547,73.02066040039062,67.12086486816406,73.02066040039062,64.70269775390625,16971637
2020-03-23,68.232421875,69.68599700927734,65.83830261230469,68.48893737792969,60.68719482421875,9486569
2020-03-24,72.33662414550781,75.32927703857422,72.2511215209961,74.47423553466797,65.99069213867188,8472389
2020-03-25,79.68999481201172,80.28852844238281,77.38137817382812,77.80889892578125,68.94548797607422,11968805
2020-03-26,78.74945068359375,83.45218658447266,77.38137817382812,82.51163482666016,73.11253356933594,12754014
2020-03-27,85.16226959228516,87.21437072753906,82.16961669921875,82.68264770507812,73.2640609741211,11104429
2020-03-30,79.2624740600586,80.88705444335938,78.06541442871094,80.11751556396484,70.99112701416016,7345743
2020-03-31,80.88705444335938,82.255126953125,78.23641967773438,78.23641967773438,69.3243179321289,12857280
2020-04-01,77.80889892578125,79.51898956298828,77.5523910522461,78.92045593261719,69.93043518066406,6049122
2020-04-06,76.953857421875,78.23641967773438,76.26982116699219,77.89440155029297,69.0212631225586,14927545
2020-04-07,80.28852844238281,81.82759857177734,79.9465103149414,80.80155181884766,71.59724426269531,12506722
2020-04-08,80.37403106689453,82.51163482666016,80.28852844238281,82.16961669921875,72.80947875976562,6892478
2020-04-09,83.19567108154297,83.28117370605469,81.3145751953125,82.34062957763672,72.96100616455078,5571237
2020-04-10,82.16961669921875,83.9652099609375,81.48558807373047,83.9652099609375,74.40052795410156,5144698
2020-04-13,84.13621520996094,84.22172546386719,82.34062957763672,82.42613220214844,73.03677368164062,3663151
2020-04-14,82.42613220214844,85.50428771972656,81.9131088256836,85.50428771972656,75.7642822265625,6861719
2020-04-15,86.78684997558594,88.06941223144531,85.50428771972656,87.21437072753906,77.2795639038086,8536412
2020-04-16,85.3332748413086,85.93180847167969,84.22172546386719,85.16226959228516,75.46122741699219,8058094
2020-04-17,86.78684997558594,87.64189147949219,84.90575408935547,85.07676696777344,75.38546752929688,7267455
2020-04-20,85.93180847167969,86.35932922363281,85.24777221679688,86.35932922363281,76.52192687988281,3464674
2020-04-21,84.82025146484375,85.50428771972656,82.42613220214844,82.51163482666016,73.11253356933594,8284526
2020-04-22,81.6565933227539,83.024658203125,81.40007781982422,82.93915557861328,73.4913558959961,5248000
2020-04-23,83.11016845703125,84.64924621582031,83.024658203125,83.70869445800781,74.17323303222656,3823292
2020-04-24,85.3332748413086,85.3332748413086,84.22172546386719,84.39273071289062,74.77935028076172,4043446
2020-04-27,85.93180847167969,86.78684997558594,84.99126434326172,86.35932922363281,76.52192687988281,4352972
