Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,6.7484941482543945,6.866758823394775,6.652402877807617,6.6745781898498535,5.733460426330566,8889359
2020-01-03,6.696753025054932,6.74110221862793,6.364132881164551,6.3936991691589355,5.492185115814209,9682022
2020-01-06,6.356740951538086,6.356740951538086,6.171951770782471,6.179344177246094,5.3080549240112305,6088055
2020-01-07,6.194127082824707,6.194127082824707,6.0315117835998535,6.075861930847168,5.219162940979004,6215037
2020-01-08,5.928030967712402,6.024120807647705,5.928030967712402,5.987163066864014,5.142970561981201,5306973
2020-01-09,6.024120807647705,6.083252906799316,6.009337902069092,6.046296119689941,5.193766117095947,3030893
2020-01-10,6.09803581237793,6.127603054046631,6.01672887802124,6.061079025268555,5.2064642906188965,3156655
2020-01-13,6.075861930847168,6.112820148468018,6.068470001220703,6.075861930847168,5.219162940979004,3119265
2020-01-14,6.090644836425781,6.120211124420166,6.075861930847168,6.083252906799316,5.22551155090332,2975445
2020-01-15,6.09803581237793,6.127603054046631,6.046296119689941,6.046296119689941,5.193766117095947,2729728
2020-01-16,6.05368709564209,6.075861930847168,6.01672887802124,6.075861930847168,5.219162940979004,2046546
2020-01-17,6.112820148468018,6.112820148468018,6.061079025268555,6.09803581237793,5.238210678100586,2201520
2020-01-20,6.105428218841553,6.112820148468018,6.0315117835998535,6.0315117835998535,5.181066513061523,2412662
2020-01-30,5.8467230796813965,5.8467230796813965,5.432796001434326,5.440187931060791,4.67311954498291,6897550
2020-01-31,5.462361812591553,5.536277770996094,5.381054878234863,5.491929054260254,4.717564582824707,3345209
2020-02-03,5.358880043029785,5.358880043029785,5.114958763122559,5.255399227142334,4.51438570022583,3615116
2020-02-04,6.09803581237793,6.105428218841553,5.395837783813477,5.395837783813477,4.6350226402282715,2221767
2020-02-05,5.432796001434326,5.491929054260254,5.373663902282715,5.432796001434326,4.666769504547119,2183530
2020-02-06,5.462361812591553,5.8762898445129395,5.462361812591553,5.78019905090332,4.965188503265381,9567782
2020-02-07,5.7506327629089355,5.765416145324707,5.632368087768555,5.647150993347168,4.850900650024414,3326504
2020-02-10,5.491929054260254,5.728457927703857,5.491929054260254,5.669325828552246,4.869948387145996,3898932
2020-02-11,5.684109210968018,5.743241786956787,5.676718235015869,5.698892116546631,4.895346164703369,1755461
2020-02-12,5.743241786956787,5.950204849243164,5.743241786956787,5.8467230796813965,5.022333145141602,5977291
2020-02-13,5.8762898445129395,5.913247108459473,5.728457927703857,5.743241786956787,4.93344259262085,2773994
2020-02-14,5.7506327629089355,5.809765815734863,5.721066951751709,5.743241786956787,4.93344259262085,1582001
2020-02-17,5.735849857330322,5.765416145324707,5.669325828552246,5.669325828552246,4.869948387145996,1284782
2020-02-18,5.691501140594482,5.839332103729248,5.691501140594482,5.765416145324707,4.952490329742432,1244573
2020-02-19,5.78019905090332,5.824549198150635,5.765416145324707,5.817156791687012,4.99693489074707,933586
2020-02-20,5.839332103729248,5.950204849243164,5.824549198150635,5.854115009307861,5.028683185577393,2386958
2020-02-21,5.913247108459473,5.913247108459473,5.765416145324707,5.817156791687012,4.99693489074707,1042605
2020-02-24,5.802373886108398,5.802373886108398,5.676718235015869,5.698892116546631,4.895346164703369,1322670
2020-02-25,5.632368087768555,5.861506938934326,5.595409870147705,5.721066951751709,4.914394378662109,6565148
2020-02-26,5.6397600173950195,5.831940174102783,5.6397600173950195,5.661933898925781,4.863598823547363,2558834
2020-02-27,5.661933898925781,5.743241786956787,5.477145195007324,5.499320030212402,4.723913669586182,2323884
2020-03-02,5.4032301902771,5.60280179977417,5.321922779083252,5.432796001434326,4.666769504547119,2237424
2020-03-03,5.60280179977417,5.654542922973633,5.499320030212402,5.5436692237854,4.762010097503662,1636371
2020-03-04,5.491929054260254,5.802373886108398,5.484537124633789,5.765416145324707,4.952490329742432,4330068
2020-03-05,5.957596778869629,6.0315117835998535,5.831940174102783,5.891073226928711,5.06043004989624,15854227
2020-03-06,5.809765815734863,5.898464202880859,5.743241786956787,5.898464202880859,5.066778182983398,3536173
2020-03-09,5.868897914886475,5.9723801612854,5.632368087768555,5.661933898925781,4.863598823547363,7049300
2020-03-10,5.506711959838867,5.698892116546631,5.491929054260254,5.698892116546631,4.895346164703369,3326721
2020-03-11,5.735849857330322,5.765416145324707,5.514102935791016,5.514102935791016,4.736612319946289,2048735
2020-03-12,5.425404071807861,5.506711959838867,5.026259899139404,5.085392951965332,4.368350505828857,5144537
2020-03-13,4.708423137664795,4.767556190490723,4.582767009735107,4.767556190490723,4.095329284667969,5966925
2020-03-16,4.804512977600098,4.8858208656311035,4.479284763336182,4.479284763336182,3.8477039337158203,3229434
2020-03-17,4.139273166656494,4.464501857757568,4.139273166656494,4.28710412979126,3.6826207637786865,3477263
2020-03-18,4.361020088195801,4.405368804931641,4.094923973083496,4.139273166656494,3.555634021759033,4018356
2020-03-19,3.9914419651031494,4.553199768066406,3.954483985900879,4.553199768066406,3.911196708679199,14581946
2020-03-20,5.004086017608643,5.004086017608643,5.004086017608643,5.004086017608643,4.2985076904296875,973876
2020-03-23,5.499320030212402,5.499320030212402,5.203658103942871,5.499320030212402,4.723913669586182,12870892
2020-03-24,5.617585182189941,6.038904190063477,5.5436692237854,6.0315117835998535,5.181066513061523,21155220
2020-03-25,6.341958045959473,6.341958045959473,5.839332103729248,5.935421943664551,5.098525047302246,19430240
2020-03-26,5.987163066864014,6.142385959625244,5.913247108459473,6.061079025268555,5.2064642906188965,9894707
